WorkOrderId,ProjectId,Status,Severity,SystemArea,HoursOpen,OpenedDate
560,716,Blocked,High,Avionics,67,2026-03-20
561,444,Blocked,Critical,Power,92,2025-09-14
562,825,Open,Low,Hull,4,2026-03-08
563,392,Open,Critical,Avionics,10,2025-07-02
564,943,Open,High,Comms,109,2026-04-24
565,81,Closed,Low,Comms,5,2025-07-25
566,785,Blocked,Critical,Software,5,2025-09-23
567,1002,In Progress,Critical,Software,41,2026-05-20
568,643,Closed,Low,Comms,20,2025-11-01
569,225,In Progress,High,Comms,71,2026-05-18
570,1199,Closed,Critical,Hull,87,2026-06-09
571,512,In Progress,High,Hull,63,2026-05-04
572,492,Blocked,High,Comms,68,2026-01-14
573,835,Closed,Low,Avionics,59,2025-06-26
574,263,In Progress,Medium,Power,100,2025-08-04
575,175,In Progress,Medium,Power,105,2026-01-08
576,219,Open,Medium,Avionics,35,2026-04-20
577,389,Closed,Low,Power,22,2025-12-26
578,1009,In Progress,High,Hull,52,2025-12-19
579,461,Closed,High,Comms,99,2026-01-16
580,1163,Closed,Critical,Avionics,89,2026-01-19
581,549,In Progress,Low,Comms,99,2025-10-24
582,23,Closed,Low,Comms,93,2026-02-16
583,468,Closed,High,Power,72,2026-03-07
584,315,Open,Critical,Software,23,2025-09-26
585,702,Closed,Medium,Hydraulics,115,2026-01-19
586,965,Open,High,Hydraulics,114,2025-08-07
587,1038,Closed,Critical,Software,14,2025-10-02
588,182,In Progress,Medium,Hydraulics,102,2026-04-20
589,341,Blocked,Low,Comms,85,2026-02-12
590,341,In Progress,High,Hull,11,2026-03-22
591,222,In Progress,Critical,Power,104,2025-09-30
592,627,Blocked,Critical,Hull,34,2025-09-16
593,559,Blocked,Critical,Comms,28,2026-04-17
594,371,Blocked,High,Power,37,2026-06-13
595,157,Open,Low,Comms,69,2026-02-19
596,702,In Progress,Low,Hull,118,2025-11-27
597,922,Open,Medium,Comms,44,2025-10-26
598,296,In Progress,Low,Software,106,2025-09-09
599,1106,In Progress,Low,Hull,108,2025-09-18
600,879,Open,High,Software,100,2025-06-17
601,573,Open,Critical,Power,49,2025-09-20
602,276,Open,Medium,Avionics,34,2025-11-04
603,1070,In Progress,Medium,Hydraulics,42,2025-07-23
604,547,Open,Low,Avionics,24,2025-09-28
605,908,In Progress,Medium,Hull,2,2025-09-19
606,401,Closed,Low,Hull,118,2025-11-17
607,597,Closed,Critical,Avionics,94,2026-04-05
608,1174,Closed,Low,Comms,86,2025-12-11
609,990,Open,Critical,Software,31,2025-12-22
610,953,In Progress,Critical,Comms,78,2026-04-04
611,765,Closed,Low,Hull,84,2026-03-13
612,989,Closed,Low,Hydraulics,13,2025-08-14
613,1022,Open,Medium,Power,70,2025-08-05
614,1073,Open,Critical,Comms,39,2026-05-06
615,211,In Progress,Critical,Avionics,29,2026-03-20
616,332,Blocked,Critical,Comms,43,2025-12-28
617,821,Closed,High,Hull,39,2026-04-03
618,224,Closed,Low,Avionics,42,2025-10-03
619,473,Closed,Low,Power,102,2025-10-11
620,1166,Closed,Low,Comms,2,2025-06-23
621,470,In Progress,High,Power,105,2026-01-07
622,235,Open,Critical,Avionics,71,2025-09-08
623,142,Open,High,Hydraulics,51,2025-06-26
624,1116,Closed,Medium,Hull,2,2025-09-11
625,947,In Progress,High,Avionics,43,2025-07-17
626,506,In Progress,Low,Comms,116,2026-05-21
627,816,Blocked,Medium,Hydraulics,52,2025-10-02
628,8,In Progress,Medium,Avionics,55,2025-07-14
629,1171,Closed,Low,Power,102,2026-05-25
630,566,In Progress,Low,Software,30,2025-07-22
631,408,In Progress,High,Software,106,2026-03-27
632,611,Open,Medium,Avionics,53,2026-02-28
633,742,In Progress,Critical,Power,109,2026-01-28
634,173,Blocked,Critical,Power,118,2025-12-16
635,520,In Progress,Critical,Comms,91,2025-09-20
636,707,Open,Low,Hydraulics,95,2025-09-04
637,167,Open,High,Avionics,20,2025-09-03
638,1113,In Progress,Medium,Avionics,74,2025-12-10
639,677,Closed,High,Software,75,2026-05-09
640,25,Blocked,Medium,Software,59,2025-08-04
641,205,Closed,Critical,Avionics,110,2026-03-27
642,996,In Progress,Low,Avionics,45,2025-11-25
643,842,Open,Critical,Software,39,2025-07-31
644,151,Blocked,Medium,Comms,49,2025-10-27
645,10,Open,High,Hull,33,2026-04-18
646,1108,Blocked,Medium,Hydraulics,31,2025-08-15
647,918,Blocked,Critical,Avionics,97,2025-07-29
648,1142,Closed,Critical,Hull,60,2026-06-15
649,893,Open,Low,Hull,36,2026-06-06
650,460,Blocked,High,Comms,108,2026-06-12
651,932,Open,Medium,Comms,98,2025-06-17
652,968,Open,Medium,Hydraulics,29,2025-08-30
653,363,Closed,High,Comms,107,2025-12-26
654,925,Closed,High,Power,112,2025-09-01
655,697,Open,Low,Power,70,2026-03-20
656,576,Blocked,Low,Comms,112,2025-08-23
657,899,Open,Medium,Software,12,2025-12-07
658,706,Open,Critical,Power,109,2025-08-21
659,593,Closed,Medium,Avionics,59,2026-06-07
660,1196,Blocked,High,Hull,53,2026-04-25
661,241,Open,Low,Avionics,62,2026-05-16
662,1180,Closed,Critical,Power,113,2025-07-02
663,921,Blocked,High,Comms,96,2025-10-03
664,720,Blocked,Critical,Hull,20,2025-07-12
665,1049,In Progress,Critical,Hydraulics,50,2025-12-10
666,1181,Blocked,Medium,Software,44,2025-09-04
667,550,In Progress,Low,Software,2,2025-12-08
668,1040,Closed,High,Software,110,2026-05-27
669,715,Open,Critical,Hull,49,2025-07-05
670,373,Open,Critical,Hydraulics,67,2025-11-20
671,271,Closed,Critical,Avionics,80,2025-08-14
672,907,Closed,Critical,Hull,77,2026-01-20
673,768,Open,Critical,Comms,27,2026-05-20
674,1167,In Progress,Critical,Hull,29,2026-01-06
675,1018,In Progress,Critical,Comms,104,2026-01-31
676,910,Open,Low,Avionics,57,2026-05-12
677,489,Open,High,Hydraulics,71,2026-05-25
678,860,In Progress,Medium,Comms,102,2025-09-01
679,67,In Progress,Critical,Power,26,2026-05-31
680,336,In Progress,Medium,Comms,100,2025-08-14
681,496,In Progress,Low,Hydraulics,79,2026-06-14
682,471,Blocked,High,Hull,3,2025-12-27
683,822,Closed,Low,Software,34,2026-05-17
684,465,Closed,Low,Software,45,2025-08-25
685,268,Blocked,Medium,Hull,69,2026-02-05
686,803,In Progress,High,Software,40,2025-10-28
687,186,Blocked,Medium,Hydraulics,62,2026-02-21
688,100,Closed,Low,Power,33,2026-01-02
689,1088,Blocked,High,Software,62,2026-03-30
690,698,Open,Medium,Avionics,75,2025-08-21
691,1066,Blocked,Low,Hydraulics,47,2025-11-15
692,717,In Progress,High,Software,103,2025-09-07
693,14,In Progress,High,Hull,53,2026-05-28
694,620,Blocked,Medium,Power,103,2025-12-26
695,62,Closed,Critical,Software,68,2025-09-27
696,915,Open,Critical,Comms,24,2026-06-12
697,87,In Progress,Medium,Hydraulics,16,2026-03-23
698,511,Closed,Low,Avionics,116,2026-05-03
699,191,Closed,High,Hull,119,2026-03-09
700,428,Closed,Medium,Software,68,2026-01-06
701,992,Closed,Medium,Hydraulics,106,2025-10-21
702,157,In Progress,High,Power,73,2025-12-19
703,742,In Progress,Critical,Software,105,2026-03-01
704,232,Closed,Critical,Power,39,2026-01-14
705,236,Open,Critical,Hydraulics,25,2026-06-07
706,375,Closed,Low,Avionics,3,2026-02-15
707,664,Open,Low,Hydraulics,68,2025-12-26
708,999,Blocked,High,Comms,11,2026-05-15
709,308,In Progress,Low,Comms,21,2026-04-04
710,8,Closed,Low,Power,39,2026-01-22
711,751,Open,High,Hull,36,2025-09-23
712,1086,In Progress,Critical,Comms,111,2026-01-07
713,140,Blocked,Low,Hull,54,2025-12-15
714,270,Blocked,Critical,Comms,95,2026-05-07
715,37,Blocked,Low,Hydraulics,52,2026-01-07
716,1170,Blocked,Critical,Power,22,2025-09-29
717,105,Closed,Medium,Avionics,62,2026-03-28
718,1095,Blocked,High,Comms,70,2025-06-17
719,387,Open,Medium,Software,48,2025-09-18
720,1040,In Progress,Critical,Hydraulics,89,2025-08-29
721,1138,Closed,Medium,Software,91,2026-05-18
722,22,Open,Critical,Avionics,111,2026-03-16
723,532,Closed,High,Software,20,2026-05-09
724,470,Closed,Medium,Hull,10,2025-10-11
725,549,Open,High,Software,82,2025-08-24
726,943,Open,Low,Power,6,2025-10-07
727,219,Closed,Critical,Software,109,2025-08-24
728,990,Open,Medium,Software,17,2026-01-08
729,718,In Progress,Low,Avionics,16,2025-11-29
730,1152,Blocked,Medium,Hydraulics,31,2025-07-23
731,465,Closed,Medium,Avionics,107,2026-01-20
732,551,Closed,Medium,Software,44,2025-08-02
733,1036,Open,Medium,Power,69,2025-06-21
734,762,Open,High,Avionics,55,2025-07-05
735,433,Open,Critical,Power,77,2026-05-20
736,338,Closed,Low,Power,107,2026-01-09
737,942,Open,High,Power,118,2026-05-27
738,376,Closed,High,Hydraulics,75,2025-08-23
739,844,Closed,Medium,Hydraulics,45,2025-08-10
740,164,Open,Medium,Hydraulics,39,2026-03-26
741,1178,Closed,Critical,Hydraulics,98,2026-04-15
742,890,Closed,Critical,Hydraulics,113,2026-06-06
743,529,In Progress,High,Comms,40,2026-04-18
744,405,Blocked,High,Software,115,2025-06-28
745,948,In Progress,Critical,Software,111,2025-06-25
746,771,Closed,High,Avionics,44,2026-02-07
747,832,In Progress,High,Software,111,2026-02-20
748,89,Open,Medium,Hydraulics,35,2026-06-04
749,1094,Blocked,Low,Hydraulics,38,2025-12-01
750,965,Open,Critical,Comms,4,2025-07-27
751,103,Open,High,Software,9,2025-08-26
752,859,Closed,High,Hydraulics,62,2025-08-04
753,851,Blocked,Medium,Hydraulics,52,2026-02-08
754,783,In Progress,Medium,Power,34,2025-06-18
755,315,In Progress,Low,Hull,101,2025-12-22
756,473,Open,Low,Comms,35,2026-04-03
757,121,Blocked,Low,Hydraulics,60,2025-12-15
758,496,Open,Low,Hull,24,2026-06-02
759,374,Blocked,Critical,Avionics,34,2025-10-06
760,1007,Closed,High,Software,101,2025-12-09
761,27,Open,Low,Software,35,2025-09-12
762,258,In Progress,Medium,Power,79,2026-01-12
763,1081,Closed,High,Power,21,2025-06-27
764,324,Blocked,Medium,Software,54,2025-12-11
765,851,Closed,Critical,Avionics,46,2026-05-09
766,511,In Progress,Low,Hydraulics,56,2025-07-17
767,335,Closed,High,Comms,100,2026-05-13
768,484,Blocked,Critical,Avionics,6,2025-10-28
769,416,Open,Medium,Software,5,2026-01-29
770,114,Blocked,Critical,Hull,53,2025-12-30
771,139,Blocked,High,Hydraulics,58,2026-01-17
772,1031,In Progress,Critical,Comms,91,2026-05-24
773,666,Blocked,High,Comms,7,2026-06-11
774,582,In Progress,Medium,Avionics,52,2025-07-05
775,1010,Open,Medium,Comms,56,2025-10-05
776,908,Blocked,High,Software,29,2025-07-27
777,403,In Progress,High,Comms,74,2026-06-13
778,820,Blocked,Low,Power,110,2026-04-18
779,435,Blocked,Medium,Hydraulics,66,2026-02-12
780,961,Blocked,Medium,Hull,26,2025-12-05
781,509,In Progress,Low,Hydraulics,3,2025-08-15
782,986,Blocked,Medium,Power,32,2025-09-27
783,427,In Progress,Low,Hydraulics,55,2026-02-09
784,636,In Progress,Low,Hydraulics,38,2025-10-26
785,975,Open,High,Comms,73,2026-06-16
786,1104,In Progress,High,Comms,105,2025-11-24
787,940,Open,Medium,Hydraulics,30,2026-01-11
788,711,Blocked,Low,Avionics,52,2026-02-01
789,99,In Progress,Medium,Hydraulics,42,2025-07-15
790,197,Closed,Low,Comms,12,2025-08-08
791,749,Blocked,High,Software,110,2026-05-13
792,1022,Blocked,Low,Comms,90,2025-09-01
793,108,In Progress,High,Hydraulics,115,2025-07-19
794,613,Closed,High,Power,10,2026-03-26
795,162,Blocked,Medium,Power,110,2025-12-03
796,180,Blocked,Medium,Hydraulics,66,2025-12-18
797,73,Open,Critical,Software,12,2025-10-25
798,511,Open,High,Power,92,2025-11-19
799,458,Blocked,High,Avionics,79,2025-10-25
800,964,Blocked,Low,Comms,64,2026-05-16
801,644,Closed,High,Avionics,115,2026-05-22
802,804,In Progress,Critical,Hydraulics,66,2026-05-03
803,270,Closed,High,Hydraulics,3,2025-07-04
804,882,Closed,Low,Hydraulics,109,2025-10-30
805,153,Closed,High,Hydraulics,41,2025-10-03
806,270,Open,Low,Hull,56,2025-06-24
807,150,Open,High,Power,20,2025-08-08
808,113,Closed,High,Software,104,2025-11-23
809,735,Closed,Critical,Hull,113,2025-07-08
810,159,In Progress,High,Comms,28,2026-02-14
811,866,Open,Low,Comms,98,2025-08-02
812,78,Open,Low,Avionics,118,2025-07-22
813,583,Open,Critical,Avionics,94,2025-08-06
814,444,Closed,Medium,Software,68,2026-04-20
815,1026,In Progress,Low,Avionics,36,2025-10-29
816,801,Closed,Low,Hydraulics,72,2025-06-25
817,1072,Closed,Low,Software,61,2025-06-29
818,1098,Open,High,Software,105,2025-09-03
819,724,Open,Critical,Power,81,2026-04-26
820,73,Blocked,Critical,Hull,98,2026-03-17
821,1141,Closed,Medium,Hull,23,2025-10-22
822,1074,Open,Low,Hull,20,2026-04-27
823,1000,Open,Medium,Comms,82,2025-09-12
824,1135,Blocked,Low,Hull,20,2026-03-28
825,396,In Progress,Critical,Power,54,2026-06-11
826,580,Closed,Low,Software,29,2026-06-14
827,59,Open,Medium,Hull,78,2025-09-11
828,909,Open,High,Comms,33,2025-09-23
829,710,In Progress,High,Hull,60,2026-04-04
830,163,Closed,High,Hull,34,2026-06-06
831,1156,Closed,Low,Hull,68,2026-04-11
832,1055,Closed,Critical,Power,9,2025-07-20
833,1150,Closed,High,Avionics,11,2026-02-25
834,871,Blocked,High,Hull,6,2025-09-23
835,720,Closed,High,Hydraulics,39,2026-05-15
836,510,Open,Low,Comms,84,2025-12-17
837,899,In Progress,Medium,Avionics,93,2026-04-29
838,67,Blocked,Medium,Software,107,2025-09-07
839,709,Blocked,Critical,Hydraulics,31,2025-07-04
840,962,Closed,Critical,Hydraulics,3,2025-08-20
841,410,Closed,Low,Hull,89,2025-08-19
842,1142,Open,Critical,Software,101,2026-04-06
843,330,Open,Critical,Power,37,2025-12-29
844,1122,In Progress,Critical,Avionics,110,2025-08-26
845,212,Blocked,Medium,Comms,8,2025-08-26
846,284,Blocked,High,Power,42,2026-04-24
847,49,Blocked,Low,Power,76,2026-06-06
848,65,In Progress,Low,Software,109,2025-10-15
849,1016,Closed,Critical,Hydraulics,67,2025-07-28
850,1045,In Progress,Critical,Power,49,2025-08-06
851,200,In Progress,Critical,Avionics,26,2026-02-14
852,578,In Progress,Medium,Comms,8,2026-05-23
853,57,Open,Low,Power,29,2026-03-15
854,641,Blocked,Medium,Software,120,2025-08-31
855,463,Closed,Low,Comms,92,2026-03-19
856,570,Closed,Low,Software,73,2025-07-18
857,846,Blocked,High,Hull,97,2025-08-12
858,794,Closed,Medium,Comms,25,2025-08-11
859,736,Closed,Low,Hydraulics,19,2025-11-24
860,690,Closed,Medium,Power,81,2025-10-27
861,828,Open,Low,Hydraulics,17,2025-11-04
862,512,In Progress,Low,Hydraulics,115,2025-11-29
863,588,Blocked,Low,Hull,96,2025-10-02
864,959,Open,Critical,Hydraulics,47,2026-03-07
865,162,Open,High,Power,14,2025-08-19
866,1058,Open,Medium,Power,9,2025-10-22
867,846,Closed,Critical,Avionics,91,2026-04-28
868,1111,In Progress,Low,Hydraulics,75,2025-08-11
869,261,Blocked,Critical,Power,63,2025-08-14
870,69,In Progress,Critical,Hull,11,2025-09-27
871,669,Closed,Medium,Hull,79,2026-05-07
872,662,Blocked,High,Power,20,2025-11-07
873,31,In Progress,Medium,Power,89,2026-05-31
874,1138,Blocked,Medium,Software,70,2026-03-19
875,805,Open,Medium,Hydraulics,112,2026-02-17
876,946,Closed,Medium,Avionics,39,2025-12-14
877,752,In Progress,Low,Avionics,108,2025-09-06
878,226,In Progress,Low,Hull,87,2025-07-15
879,780,Blocked,Low,Avionics,78,2026-01-22
880,510,Open,Critical,Hull,11,2025-10-03
881,51,Closed,High,Avionics,112,2025-10-24
882,1027,Open,Low,Software,103,2026-01-20
883,257,Closed,High,Comms,87,2026-04-20
884,293,Closed,High,Hull,72,2025-08-31
885,1131,Blocked,Medium,Avionics,6,2025-10-18
886,452,Open,High,Power,12,2025-10-24
887,406,Open,Low,Avionics,110,2026-03-16
888,1152,Blocked,Low,Avionics,44,2026-04-24
889,176,In Progress,Medium,Power,82,2025-09-27
890,238,Open,Critical,Power,40,2026-04-17
891,923,Blocked,Low,Hull,1,2025-08-30
892,1173,Open,High,Hull,59,2025-08-14
893,205,Closed,High,Software,28,2026-06-08
894,142,In Progress,Low,Avionics,34,2025-11-23
895,725,Blocked,Critical,Power,61,2025-11-28
896,257,Closed,Medium,Power,85,2025-11-04
897,968,Open,High,Hull,93,2026-04-21
898,549,In Progress,Low,Hydraulics,110,2025-08-17
899,922,Blocked,High,Software,81,2026-05-15
900,1190,Open,Critical,Software,30,2025-12-09
901,506,In Progress,Low,Hull,96,2025-07-13
902,592,In Progress,Low,Comms,52,2025-10-06
903,616,Open,Low,Hull,3,2025-11-24
904,460,Closed,Medium,Hull,45,2025-06-21
905,479,Open,Low,Power,63,2026-04-06
906,813,Open,Medium,Comms,108,2026-06-15
907,75,Open,Low,Software,78,2025-10-17
908,832,Blocked,High,Hull,101,2025-08-16
909,194,Blocked,Medium,Hydraulics,51,2025-08-08
910,77,Blocked,Critical,Avionics,8,2026-03-08
911,576,Blocked,Critical,Software,52,2025-08-18
912,951,Closed,High,Comms,82,2025-07-02
913,1196,Blocked,High,Software,9,2026-01-21
914,958,In Progress,Low,Hull,104,2025-11-19
915,219,Open,Low,Hull,103,2026-06-06
916,960,Open,Low,Hull,63,2025-08-09
917,455,Blocked,Critical,Software,117,2025-09-30
918,635,In Progress,Medium,Avionics,57,2025-11-28
919,1081,Open,Low,Avionics,57,2025-07-06
920,219,Open,Critical,Avionics,36,2025-09-24
921,49,Open,Medium,Power,37,2025-12-10
922,602,Blocked,Low,Power,109,2026-01-28
923,867,Blocked,Critical,Hydraulics,30,2026-05-27
924,478,Closed,High,Comms,119,2026-02-11
925,702,In Progress,High,Hydraulics,73,2025-11-09
926,224,Open,Critical,Hydraulics,94,2026-02-25
927,480,In Progress,High,Avionics,113,2025-08-25
928,114,In Progress,High,Hull,81,2026-04-23
929,828,In Progress,High,Comms,50,2026-04-06
930,229,Closed,Critical,Hydraulics,14,2026-01-30
931,931,Blocked,Medium,Hull,89,2026-05-16
932,317,Closed,High,Comms,93,2025-09-06
933,312,Blocked,Medium,Software,49,2025-07-26
934,675,In Progress,Medium,Hull,85,2025-07-03
935,795,Open,Critical,Power,90,2025-10-22
936,161,Blocked,Medium,Software,26,2026-04-21
937,255,Closed,Critical,Hull,120,2025-09-10
938,69,Open,Critical,Power,47,2026-05-05
939,1146,Closed,Low,Hydraulics,106,2026-01-23
940,655,In Progress,Critical,Avionics,113,2025-08-23
941,249,In Progress,Critical,Power,4,2025-07-20
942,806,Blocked,Medium,Power,51,2026-03-25
943,620,In Progress,Critical,Software,69,2026-02-05
944,918,Open,Low,Power,85,2026-05-29
945,672,Closed,High,Avionics,109,2025-10-11
946,473,Blocked,Medium,Comms,17,2026-04-09
947,974,Closed,Low,Hull,96,2025-09-18
948,1195,Blocked,Medium,Power,17,2025-07-21
949,113,Open,High,Software,119,2025-06-25
950,356,Open,Critical,Avionics,7,2026-03-14
951,165,Open,Low,Avionics,105,2025-09-02
952,670,Open,Critical,Hull,10,2026-02-05
953,1199,In Progress,Critical,Software,34,2026-01-26
954,517,In Progress,Low,Avionics,110,2026-03-31
955,474,Open,Low,Comms,95,2026-02-28
956,1139,In Progress,Medium,Software,110,2025-11-15
957,621,Open,Critical,Comms,88,2026-01-03
958,1149,Closed,Critical,Hydraulics,26,2025-12-27
959,447,Open,Low,Power,86,2025-12-20
960,538,Closed,Low,Comms,114,2025-10-18
961,955,Closed,Medium,Power,41,2026-03-06
962,859,In Progress,Low,Hydraulics,10,2025-10-29
963,1087,In Progress,Medium,Avionics,53,2025-10-23
964,437,Closed,Low,Power,16,2025-12-17
965,985,Open,Critical,Comms,81,2026-05-28
966,458,In Progress,Low,Hydraulics,53,2025-09-06
967,537,Closed,Low,Software,31,2025-09-20
968,868,Blocked,Medium,Comms,79,2025-09-20
969,136,Closed,Critical,Hull,36,2026-01-08
970,31,In Progress,Medium,Hydraulics,101,2025-10-31
971,1183,In Progress,Low,Comms,23,2026-01-26
972,704,In Progress,Medium,Comms,104,2026-01-12
973,824,Open,Critical,Hydraulics,49,2026-03-25
974,493,Blocked,Critical,Software,109,2026-03-03
975,1163,In Progress,High,Hydraulics,41,2025-09-19
976,379,Blocked,Critical,Power,39,2025-10-22
977,1066,In Progress,High,Comms,81,2025-10-01
978,880,Open,Critical,Avionics,10,2025-08-15
979,634,In Progress,Medium,Avionics,55,2026-01-15
980,528,Open,Low,Power,72,2026-06-10
981,1024,Open,Critical,Power,41,2026-03-10
982,713,Closed,Low,Comms,114,2026-04-22
983,342,Closed,Critical,Software,7,2025-09-02
984,352,Open,High,Comms,20,2025-12-27
985,33,Closed,High,Hydraulics,60,2026-04-04
986,345,Closed,Low,Hydraulics,114,2025-10-14
987,813,Open,Critical,Hydraulics,19,2025-12-22
988,390,Blocked,High,Avionics,69,2026-01-16
989,14,Blocked,Medium,Power,85,2025-12-14
990,1163,Closed,Critical,Hydraulics,93,2026-02-17
991,933,Blocked,Medium,Hull,110,2025-10-14
992,1186,Blocked,High,Avionics,73,2026-04-07
993,300,Closed,High,Power,88,2026-05-07
994,175,Open,Low,Hull,87,2025-11-29
995,444,Closed,Critical,Avionics,28,2026-04-27
996,1081,In Progress,Critical,Power,51,2026-05-02
997,949,Open,Critical,Avionics,21,2026-05-14
998,748,In Progress,High,Hydraulics,27,2025-12-09
999,63,Open,Low,Power,51,2025-08-22
1000,511,In Progress,Low,Software,22,2025-10-10
1001,518,Closed,Medium,Hydraulics,117,2025-07-07
1002,351,Open,Low,Hull,88,2025-12-20
1003,1069,Open,Medium,Hydraulics,82,2025-10-16
